Filename,Component,Volume,Centerline Length
679_pos-prone_colon_segmentation_v2.mha,4,453.251953125,22
679_pos-prone_colon_segmentation_v2.mha,5,621.3427734374999,31
679_pos-supine_colon_segmentation_v2.mha,1,210849.8725738524,2672
679_pos-supine_colon_segmentation_v2.mha,2,353507.7865509031,1982
679_pos-supine_colon_segmentation_v2.mha,3,13395.354266357414,86
681_pos-prone_colon_segmentation_v2.mha,1,934578.8651275632,13674
681_pos-supine_colon_segmentation_v2.mha,1,308978.3495269776,5191
681_pos-supine_colon_segmentation_v2.mha,2,21758.560977172856,1140
681_pos-supine_colon_segmentation_v2.mha,3,668737.4423675538,9814
685_pos-prone_colon_segmentation_v2.mha,1,318819.40396752086,2477
685_pos-prone_colon_segmentation_v2.mha,2,606958.1497594401,70780
685_pos-prone_colon_segmentation_v2.mha,3,331923.2810098164,1738
687_pos-prone_colon_segmentation_v2.mha,1,1173445.337693243,6845
688_pos-supine_colon_segmentation_v2.mha,1,157824.06982267217,1097
688_pos-supine_colon_segmentation_v2.mha,2,1867245.541952365,5568
691_pos-prone_colon_segmentation_v2.mha,1,467762.2289302298,11632
691_pos-prone_colon_segmentation_v2.mha,2,24269.53238621401,147
691_pos-prone_colon_segmentation_v2.mha,3,486167.9915106728,7916
691_pos-prone_colon_segmentation_v2.mha,4,177830.57473165108,1153
691_pos-supine_colon_segmentation_v2.mha,1,1723934.035887404,19521
694_pos-prone_colon_segmentation_v2.mha,1,1291667.9837540945,13735
694_pos-supine_colon_segmentation_v2.mha,1,1349801.3560397355,11272
695_pos-prone_colon_segmentation_v2.mha,1,228688.5780785757,344
695_pos-prone_colon_segmentation_v2.mha,2,16919.690926176318,120
695_pos-prone_colon_segmentation_v2.mha,3,21759.77386055259,87
695_pos-prone_colon_segmentation_v2.mha,4,9094.228968752386,25
695_pos-prone_colon_segmentation_v2.mha,5,531476.0487856864,4456
695_pos-prone_colon_segmentation_v2.mha,6,58885.89551134358,139
